,model_clstr,fitness,precision
0,cluster6-medoid0,1.0,1.0
1,cluster6-medoid1,0.9999839727465585,0.7160359674442587
2,cluster6-medoid2,0.999975698210163,0.36807427373465107
3,cluster6-medoid3,0.9999870880473466,0.7571523619427811
4,cluster4-medoid0,0.9999565861881563,0.843034369842673
5,cluster4-medoid1,0.9999676163364286,0.7660524846454495
6,cluster4-medoid2,1.0,1.0
7,cluster4-medoid3,0.9999921044904468,0.9940764674205708
8,cluster0-medoid0,0.9999980769521339,1.0
9,cluster0-medoid1,0.9999801110965879,0.8101529902642559
10,cluster1-medoid0,0.9999884307415405,0.8047534865448831
11,cluster1-medoid1,0.9999861021608347,0.7137024594786787
12,cluster1-medoid2,0.9999858078868563,0.8495794161306284
13,cluster2-medoid0,0.9999470329067199,0.7400722021660651
14,cluster2-medoid1,0.9999596787656598,0.8891988840175369
15,cluster2-medoid2,0.9999472308386633,0.7197410549440277
16,cluster2-medoid3,0.9999785045311868,0.3562933597621407
17,cluster3-medoid0,0.9999854230817815,0.8748134328358209
18,cluster3-medoid1,0.9999930232990804,0.9038461538461539
19,cluster3-medoid2,0.9999420391025869,0.9527027027027027
20,cluster5-medoid0,0.999968746328975,0.8769700551615445
21,cluster5-medoid1,0.9999348703492331,0.6338797814207651
22,cluster5-medoid2,0.9999876037155796,0.6432964329643296
