cluster_x,cluster_y,similarity,similarity_type
cluster2-medoid0,cluster2-medoid1,0.0,single
cluster2-medoid0,cluster2-medoid1,21.0,complete
cluster2-medoid0,cluster2-medoid1,6.530876875979019,average
cluster2-medoid0,cluster2-medoid1,2.0,centroid
cluster2-medoid0,cluster2-medoid1,4.829396325459317,average_centroid
cluster2-medoid0,cluster2-medoid2,0.0,single
cluster2-medoid0,cluster2-medoid2,18.0,complete
cluster2-medoid0,cluster2-medoid2,7.164131433069833,average
cluster2-medoid0,cluster2-medoid2,3.0,centroid
cluster2-medoid0,cluster2-medoid2,5.461538461538462,average_centroid
cluster2-medoid0,cluster2-medoid3,0.0,single
cluster2-medoid0,cluster2-medoid3,20.0,complete
cluster2-medoid0,cluster2-medoid3,7.324109882665777,average
cluster2-medoid0,cluster2-medoid3,3.0,centroid
cluster2-medoid0,cluster2-medoid3,5.513812154696133,average_centroid
cluster2-medoid0,cluster2-medoid4,3.0,single
cluster2-medoid0,cluster2-medoid4,23.0,complete
cluster2-medoid0,cluster2-medoid4,9.872120357310767,average
cluster2-medoid0,cluster2-medoid4,6.0,centroid
cluster2-medoid0,cluster2-medoid4,8.291759465478842,average_centroid
cluster2-medoid0,cluster2-medoid5,0.0,single
cluster2-medoid0,cluster2-medoid5,21.0,complete
cluster2-medoid0,cluster2-medoid5,6.508696005114103,average
cluster2-medoid0,cluster2-medoid5,2.0,centroid
cluster2-medoid0,cluster2-medoid5,4.3637284701114485,average_centroid
cluster2-medoid0,cluster2-medoid6,0.0,single
cluster2-medoid0,cluster2-medoid6,21.0,complete
cluster2-medoid0,cluster2-medoid6,6.372736537470162,average
cluster2-medoid0,cluster2-medoid6,1.0,centroid
cluster2-medoid0,cluster2-medoid6,4.135890767230169,average_centroid
cluster2-medoid0,cluster2-medoid7,0.0,single
cluster2-medoid0,cluster2-medoid7,19.0,complete
cluster2-medoid0,cluster2-medoid7,7.2647445643214335,average
cluster2-medoid0,cluster2-medoid7,3.0,centroid
cluster2-medoid0,cluster2-medoid7,5.520109689213894,average_centroid
cluster2-medoid0,cluster2-medoid8,0.0,single
cluster2-medoid0,cluster2-medoid8,21.0,complete
cluster2-medoid0,cluster2-medoid8,5.686965657300977,average
cluster2-medoid0,cluster2-medoid8,1.0,centroid
cluster2-medoid0,cluster2-medoid8,3.717469446441409,average_centroid
cluster2-medoid0,cluster2-medoid9,2.0,single
cluster2-medoid0,cluster2-medoid9,22.0,complete
cluster2-medoid0,cluster2-medoid9,9.7274682651622,average
cluster2-medoid0,cluster2-medoid9,7.0,centroid
cluster2-medoid0,cluster2-medoid9,8.828709288299155,average_centroid
cluster2-medoid0,cluster0-medoid0,4.0,single
cluster2-medoid0,cluster0-medoid0,21.0,complete
cluster2-medoid0,cluster0-medoid0,12.051052296800243,average
cluster2-medoid0,cluster0-medoid0,9.0,centroid
cluster2-medoid0,cluster0-medoid0,10.58157894736842,average_centroid
cluster2-medoid0,cluster0-medoid1,1.0,single
cluster2-medoid0,cluster0-medoid1,19.0,complete
cluster2-medoid0,cluster0-medoid1,7.022031029619182,average
cluster2-medoid0,cluster0-medoid1,2.0,centroid
cluster2-medoid0,cluster0-medoid1,4.541501976284585,average_centroid
cluster2-medoid0,cluster0-medoid2,5.0,single
cluster2-medoid0,cluster0-medoid2,22.0,complete
cluster2-medoid0,cluster0-medoid2,11.363715616162619,average
cluster2-medoid0,cluster0-medoid2,10.0,centroid
cluster2-medoid0,cluster0-medoid2,10.633259911894273,average_centroid
cluster2-medoid0,cluster0-medoid3,5.0,single
cluster2-medoid0,cluster0-medoid3,24.0,complete
cluster2-medoid0,cluster0-medoid3,11.930900734400078,average
cluster2-medoid0,cluster0-medoid3,7.0,centroid
cluster2-medoid0,cluster0-medoid3,9.293333333333333,average_centroid
cluster2-medoid0,cluster0-medoid4,4.0,single
cluster2-medoid0,cluster0-medoid4,22.0,complete
cluster2-medoid0,cluster0-medoid4,10.77620072748868,average
cluster2-medoid0,cluster0-medoid4,7.0,centroid
cluster2-medoid0,cluster0-medoid4,9.125695216907674,average_centroid
cluster2-medoid0,cluster1-medoid0,0.0,single
cluster2-medoid0,cluster1-medoid0,18.0,complete
cluster2-medoid0,cluster1-medoid0,5.802876825700265,average
cluster2-medoid0,cluster1-medoid0,1.0,centroid
cluster2-medoid0,cluster1-medoid0,3.93855421686747,average_centroid
cluster2-medoid0,cluster1-medoid1,0.0,single
cluster2-medoid0,cluster1-medoid1,18.0,complete
cluster2-medoid0,cluster1-medoid1,6.214211972721853,average
cluster2-medoid0,cluster1-medoid1,2.0,centroid
cluster2-medoid0,cluster1-medoid1,4.30343300110742,average_centroid
cluster2-medoid0,cluster1-medoid2,0.0,single
cluster2-medoid0,cluster1-medoid2,21.0,complete
cluster2-medoid0,cluster1-medoid2,7.375423310160159,average
cluster2-medoid0,cluster1-medoid2,3.0,centroid
cluster2-medoid0,cluster1-medoid2,5.620126926563916,average_centroid
cluster2-medoid0,cluster1-medoid3,0.0,single
cluster2-medoid0,cluster1-medoid3,18.0,complete
cluster2-medoid0,cluster1-medoid3,9.124779619181947,average
cluster2-medoid0,cluster1-medoid3,8.0,centroid
cluster2-medoid0,cluster1-medoid3,8.76923076923077,average_centroid
cluster2-medoid0,cluster1-medoid4,0.0,single
cluster2-medoid0,cluster1-medoid4,18.0,complete
cluster2-medoid0,cluster1-medoid4,8.113631193411893,average
cluster2-medoid0,cluster1-medoid4,6.0,centroid
cluster2-medoid0,cluster1-medoid4,7.378728923476006,average_centroid
cluster2-medoid0,cluster1-medoid5,1.0,single
cluster2-medoid0,cluster1-medoid5,22.0,complete
cluster2-medoid0,cluster1-medoid5,10.984715465876054,average
cluster2-medoid0,cluster1-medoid5,7.0,centroid
cluster2-medoid0,cluster1-medoid5,9.12401055408971,average_centroid
cluster2-medoid0,cluster1-medoid6,0.0,single
cluster2-medoid0,cluster1-medoid6,19.0,complete
cluster2-medoid0,cluster1-medoid6,7.030679475672423,average
cluster2-medoid0,cluster1-medoid6,3.0,centroid
cluster2-medoid0,cluster1-medoid6,5.066331658291458,average_centroid
cluster2-medoid0,cluster1-medoid7,1.0,single
cluster2-medoid0,cluster1-medoid7,21.0,complete
cluster2-medoid0,cluster1-medoid7,8.003387270526304,average
cluster2-medoid0,cluster1-medoid7,4.0,centroid
cluster2-medoid0,cluster1-medoid7,6.519138755980861,average_centroid
cluster2-medoid0,cluster1-medoid8,1.0,single
cluster2-medoid0,cluster1-medoid8,18.0,complete
cluster2-medoid0,cluster1-medoid8,7.729768522359579,average
cluster2-medoid0,cluster1-medoid8,4.0,centroid
cluster2-medoid0,cluster1-medoid8,6.204778156996587,average_centroid
cluster2-medoid0,cluster1-medoid9,2.0,single
cluster2-medoid0,cluster1-medoid9,19.0,complete
cluster2-medoid0,cluster1-medoid9,9.394209624338384,average
cluster2-medoid0,cluster1-medoid9,6.0,centroid
cluster2-medoid0,cluster1-medoid9,8.268079800498754,average_centroid
cluster2-medoid1,cluster2-medoid0,0.0,single
cluster2-medoid1,cluster2-medoid0,21.0,complete
cluster2-medoid1,cluster2-medoid0,6.530876875979019,average
cluster2-medoid1,cluster2-medoid0,2.0,centroid
cluster2-medoid1,cluster2-medoid0,4.829396325459317,average_centroid
cluster2-medoid1,cluster2-medoid2,0.0,single
cluster2-medoid1,cluster2-medoid2,17.0,complete
cluster2-medoid1,cluster2-medoid2,5.861516718465331,average
cluster2-medoid1,cluster2-medoid2,1.0,centroid
cluster2-medoid1,cluster2-medoid2,4.025706940874036,average_centroid
cluster2-medoid1,cluster2-medoid3,0.0,single
cluster2-medoid1,cluster2-medoid3,20.0,complete
cluster2-medoid1,cluster2-medoid3,8.119159110054012,average
cluster2-medoid1,cluster2-medoid3,5.0,centroid
cluster2-medoid1,cluster2-medoid3,6.71875,average_centroid
cluster2-medoid1,cluster2-medoid4,1.0,single
cluster2-medoid1,cluster2-medoid4,20.0,complete
cluster2-medoid1,cluster2-medoid4,10.814412503352596,average
cluster2-medoid1,cluster2-medoid4,8.0,centroid
cluster2-medoid1,cluster2-medoid4,9.754414125200642,average_centroid
cluster2-medoid1,cluster2-medoid5,0.0,single
cluster2-medoid1,cluster2-medoid5,19.0,complete
cluster2-medoid1,cluster2-medoid5,7.582385704339754,average
cluster2-medoid1,cluster2-medoid5,4.0,centroid
cluster2-medoid1,cluster2-medoid5,6.046348314606742,average_centroid
cluster2-medoid1,cluster2-medoid6,0.0,single
cluster2-medoid1,cluster2-medoid6,21.0,complete
cluster2-medoid1,cluster2-medoid6,6.463047478223166,average
cluster2-medoid1,cluster2-medoid6,1.0,centroid
cluster2-medoid1,cluster2-medoid6,4.2367379255740305,average_centroid
cluster2-medoid1,cluster2-medoid7,0.0,single
cluster2-medoid1,cluster2-medoid7,16.0,complete
cluster2-medoid1,cluster2-medoid7,7.274606499491292,average
cluster2-medoid1,cluster2-medoid7,3.0,centroid
cluster2-medoid1,cluster2-medoid7,5.374847374847374,average_centroid
cluster2-medoid1,cluster2-medoid8,0.0,single
cluster2-medoid1,cluster2-medoid8,22.0,complete
cluster2-medoid1,cluster2-medoid8,5.740942200359474,average
cluster2-medoid1,cluster2-medoid8,1.0,centroid
cluster2-medoid1,cluster2-medoid8,3.953405017921147,average_centroid
cluster2-medoid1,cluster2-medoid9,2.0,single
cluster2-medoid1,cluster2-medoid9,21.0,complete
cluster2-medoid1,cluster2-medoid9,10.37613287250384,average
cluster2-medoid1,cluster2-medoid9,9.0,centroid
cluster2-medoid1,cluster2-medoid9,10.252707581227437,average_centroid
cluster2-medoid1,cluster0-medoid0,4.0,single
cluster2-medoid1,cluster0-medoid0,21.0,complete
cluster2-medoid1,cluster0-medoid0,13.291452064696847,average
cluster2-medoid1,cluster0-medoid0,11.0,centroid
cluster2-medoid1,cluster0-medoid0,11.890721649484536,average_centroid
cluster2-medoid1,cluster0-medoid1,0.0,single
cluster2-medoid1,cluster0-medoid1,22.0,complete
cluster2-medoid1,cluster0-medoid1,7.149400921658986,average
cluster2-medoid1,cluster0-medoid1,2.0,centroid
cluster2-medoid1,cluster0-medoid1,4.258264462809917,average_centroid
cluster2-medoid1,cluster0-medoid2,5.0,single
cluster2-medoid1,cluster0-medoid2,22.0,complete
cluster2-medoid1,cluster0-medoid2,12.209978463747309,average
cluster2-medoid1,cluster0-medoid2,10.0,centroid
cluster2-medoid1,cluster0-medoid2,11.24170616113744,average_centroid
cluster2-medoid1,cluster0-medoid3,6.0,single
cluster2-medoid1,cluster0-medoid3,23.0,complete
cluster2-medoid1,cluster0-medoid3,13.206300651517559,average
cluster2-medoid1,cluster0-medoid3,9.0,centroid
cluster2-medoid1,cluster0-medoid3,11.038181818181819,average_centroid
cluster2-medoid1,cluster0-medoid4,5.0,single
cluster2-medoid1,cluster0-medoid4,23.0,complete
cluster2-medoid1,cluster0-medoid4,11.94183846713558,average
cluster2-medoid1,cluster0-medoid4,9.0,centroid
cluster2-medoid1,cluster0-medoid4,10.798076923076923,average_centroid
cluster2-medoid1,cluster1-medoid0,0.0,single
cluster2-medoid1,cluster1-medoid0,18.0,complete
cluster2-medoid1,cluster1-medoid0,6.812088205050082,average
cluster2-medoid1,cluster1-medoid0,3.0,centroid
cluster2-medoid1,cluster1-medoid0,5.372972972972973,average_centroid
cluster2-medoid1,cluster1-medoid1,0.0,single
cluster2-medoid1,cluster1-medoid1,20.0,complete
cluster2-medoid1,cluster1-medoid1,6.558256924319445,average
cluster2-medoid1,cluster1-medoid1,2.0,centroid
cluster2-medoid1,cluster1-medoid1,4.952229299363057,average_centroid
cluster2-medoid1,cluster1-medoid2,0.0,single
cluster2-medoid1,cluster1-medoid2,21.0,complete
cluster2-medoid1,cluster1-medoid2,8.111476291843084,average
cluster2-medoid1,cluster1-medoid2,5.0,centroid
cluster2-medoid1,cluster1-medoid2,6.432367149758454,average_centroid
cluster2-medoid1,cluster1-medoid3,3.0,single
cluster2-medoid1,cluster1-medoid3,20.0,complete
cluster2-medoid1,cluster1-medoid3,10.16676267281106,average
cluster2-medoid1,cluster1-medoid3,10.0,centroid
cluster2-medoid1,cluster1-medoid3,10.467811158798284,average_centroid
cluster2-medoid1,cluster1-medoid4,1.0,single
cluster2-medoid1,cluster1-medoid4,20.0,complete
cluster2-medoid1,cluster1-medoid4,8.731603983945295,average
cluster2-medoid1,cluster1-medoid4,6.0,centroid
cluster2-medoid1,cluster1-medoid4,7.497983870967742,average_centroid
cluster2-medoid1,cluster1-medoid5,2.0,single
cluster2-medoid1,cluster1-medoid5,20.0,complete
cluster2-medoid1,cluster1-medoid5,11.612056804288535,average
cluster2-medoid1,cluster1-medoid5,10.0,centroid
cluster2-medoid1,cluster1-medoid5,10.892339544513458,average_centroid
cluster2-medoid1,cluster1-medoid6,0.0,single
cluster2-medoid1,cluster1-medoid6,18.0,complete
cluster2-medoid1,cluster1-medoid6,7.1737456092294805,average
cluster2-medoid1,cluster1-medoid6,3.0,centroid
cluster2-medoid1,cluster1-medoid6,5.5777777777777775,average_centroid
cluster2-medoid1,cluster1-medoid7,0.0,single
cluster2-medoid1,cluster1-medoid7,21.0,complete
cluster2-medoid1,cluster1-medoid7,6.708352988134548,average
cluster2-medoid1,cluster1-medoid7,2.0,centroid
cluster2-medoid1,cluster1-medoid7,4.17825311942959,average_centroid
cluster2-medoid1,cluster1-medoid8,1.0,single
cluster2-medoid1,cluster1-medoid8,19.0,complete
cluster2-medoid1,cluster1-medoid8,8.368121442125236,average
cluster2-medoid1,cluster1-medoid8,4.0,centroid
cluster2-medoid1,cluster1-medoid8,6.625827814569536,average_centroid
cluster2-medoid1,cluster1-medoid9,2.0,single
cluster2-medoid1,cluster1-medoid9,20.0,complete
cluster2-medoid1,cluster1-medoid9,8.351072791239284,average
cluster2-medoid1,cluster1-medoid9,4.0,centroid
cluster2-medoid1,cluster1-medoid9,6.635673624288425,average_centroid
cluster2-medoid2,cluster2-medoid0,0.0,single
cluster2-medoid2,cluster2-medoid0,18.0,complete
cluster2-medoid2,cluster2-medoid0,7.164131433069833,average
cluster2-medoid2,cluster2-medoid0,3.0,centroid
cluster2-medoid2,cluster2-medoid0,5.461538461538462,average_centroid
cluster2-medoid2,cluster2-medoid1,0.0,single
cluster2-medoid2,cluster2-medoid1,17.0,complete
cluster2-medoid2,cluster2-medoid1,5.861516718465331,average
cluster2-medoid2,cluster2-medoid1,1.0,centroid
cluster2-medoid2,cluster2-medoid1,4.025706940874036,average_centroid
cluster2-medoid2,cluster2-medoid3,0.0,single
cluster2-medoid2,cluster2-medoid3,19.0,complete
cluster2-medoid2,cluster2-medoid3,7.327561056930899,average
cluster2-medoid2,cluster2-medoid3,4.0,centroid
cluster2-medoid2,cluster2-medoid3,5.712860310421286,average_centroid
cluster2-medoid2,cluster2-medoid4,4.0,single
cluster2-medoid2,cluster2-medoid4,20.0,complete
cluster2-medoid2,cluster2-medoid4,11.689753291497478,average
cluster2-medoid2,cluster2-medoid4,9.0,centroid
cluster2-medoid2,cluster2-medoid4,10.48968105065666,average_centroid
cluster2-medoid2,cluster2-medoid5,0.0,single
cluster2-medoid2,cluster2-medoid5,18.0,complete
cluster2-medoid2,cluster2-medoid5,6.545497323071775,average
cluster2-medoid2,cluster2-medoid5,3.0,centroid
cluster2-medoid2,cluster2-medoid5,4.937299035369775,average_centroid
cluster2-medoid2,cluster2-medoid6,0.0,single
cluster2-medoid2,cluster2-medoid6,18.0,complete
cluster2-medoid2,cluster2-medoid6,6.1147957752405535,average
cluster2-medoid2,cluster2-medoid6,1.0,centroid
cluster2-medoid2,cluster2-medoid6,4.0375106564364875,average_centroid
cluster2-medoid2,cluster2-medoid7,1.0,single
cluster2-medoid2,cluster2-medoid7,18.0,complete
cluster2-medoid2,cluster2-medoid7,7.541966173361522,average
cluster2-medoid2,cluster2-medoid7,4.0,centroid
cluster2-medoid2,cluster2-medoid7,5.973936899862826,average_centroid
cluster2-medoid2,cluster2-medoid8,0.0,single
cluster2-medoid2,cluster2-medoid8,19.0,complete
cluster2-medoid2,cluster2-medoid8,6.215909090909091,average
cluster2-medoid2,cluster2-medoid8,2.0,centroid
cluster2-medoid2,cluster2-medoid8,4.304093567251462,average_centroid
cluster2-medoid2,cluster2-medoid9,2.0,single
cluster2-medoid2,cluster2-medoid9,21.0,complete
cluster2-medoid2,cluster2-medoid9,11.047044573643412,average
cluster2-medoid2,cluster2-medoid9,10.0,centroid
cluster2-medoid2,cluster2-medoid9,11.077586206896552,average_centroid
cluster2-medoid2,cluster0-medoid0,5.0,single
cluster2-medoid2,cluster0-medoid0,22.0,complete
cluster2-medoid2,cluster0-medoid0,14.147913816689467,average
cluster2-medoid2,cluster0-medoid0,12.0,centroid
cluster2-medoid2,cluster0-medoid0,12.90379746835443,average_centroid
cluster2-medoid2,cluster0-medoid1,0.0,single
cluster2-medoid2,cluster0-medoid1,18.0,complete
cluster2-medoid2,cluster0-medoid1,7.49546511627907,average
cluster2-medoid2,cluster0-medoid1,3.0,centroid
cluster2-medoid2,cluster0-medoid1,5.152284263959391,average_centroid
cluster2-medoid2,cluster0-medoid2,6.0,single
cluster2-medoid2,cluster0-medoid2,22.0,complete
cluster2-medoid2,cluster0-medoid2,12.84021853453313,average
cluster2-medoid2,cluster0-medoid2,11.0,centroid
cluster2-medoid2,cluster0-medoid2,12.213627992633517,average_centroid
cluster2-medoid2,cluster0-medoid3,7.0,single
cluster2-medoid2,cluster0-medoid3,24.0,complete
cluster2-medoid2,cluster0-medoid3,13.743359061748196,average
cluster2-medoid2,cluster0-medoid3,10.0,centroid
cluster2-medoid2,cluster0-medoid3,11.736956521739131,average_centroid
cluster2-medoid2,cluster0-medoid4,6.0,single
cluster2-medoid2,cluster0-medoid4,21.0,complete
cluster2-medoid2,cluster0-medoid4,12.253243574051407,average
cluster2-medoid2,cluster0-medoid4,10.0,centroid
cluster2-medoid2,cluster0-medoid4,11.314606741573034,average_centroid
cluster2-medoid2,cluster1-medoid0,1.0,single
cluster2-medoid2,cluster1-medoid0,17.0,complete
cluster2-medoid2,cluster1-medoid0,7.615029790505478,average
cluster2-medoid2,cluster1-medoid0,4.0,centroid
cluster2-medoid2,cluster1-medoid0,5.978494623655914,average_centroid
cluster2-medoid2,cluster1-medoid1,1.0,single
cluster2-medoid2,cluster1-medoid1,19.0,complete
cluster2-medoid2,cluster1-medoid1,7.297515583792856,average
cluster2-medoid2,cluster1-medoid1,5.0,centroid
cluster2-medoid2,cluster1-medoid1,5.9275092936802976,average_centroid
cluster2-medoid2,cluster1-medoid2,1.0,single
cluster2-medoid2,cluster1-medoid2,20.0,complete
cluster2-medoid2,cluster1-medoid2,7.457568468893873,average
cluster2-medoid2,cluster1-medoid2,4.0,centroid
