,model_clstr,fitness,precision
0,cluster0-medoid0,0.9998905778136257,0.46381516733767525
1,cluster0-medoid1,0.9998060175399425,0.17248823498539212
2,cluster3-medoid0,0.9999401919651658,0.4408740359897172
3,cluster3-medoid1,0.9997780303473084,0.10160390604247571
4,cluster3-medoid2,0.9998820541231381,0.46810172565531294
5,cluster3-medoid3,0.9997759987705346,0.1491249183371729
6,cluster1-medoid0,0.9997594453378013,0.08238361266294225
7,cluster1-medoid1,0.9996385558699716,0.2733893710812365
8,cluster4-medoid0,0.9997636429410827,0.21537140560488144
9,cluster4-medoid1,0.9999040478311343,0.9956869138885998
10,cluster4-medoid2,0.9999695834136679,0.9871844144259557
11,cluster4-medoid3,0.9996735062298675,0.19801192098252118
12,cluster4-medoid4,0.9999615296470301,0.8855079464567306
13,cluster2-medoid0,0.9998134401555999,0.4130070929089361
14,cluster2-medoid1,0.9997069382895649,0.19098258706467663
15,cluster2-medoid2,0.9996220050057373,0.1533733153223713
