cluster_x,cluster_y,similarity,similarity_type
cluster0-medoid0,cluster0-medoid1,0.0,single
cluster0-medoid0,cluster0-medoid1,82.0,complete
cluster0-medoid0,cluster0-medoid1,31.811099901093506,average
cluster0-medoid0,cluster0-medoid1,26.0,centroid
cluster0-medoid0,cluster0-medoid1,29.0236355822948,average_centroid
cluster0-medoid0,cluster3-medoid0,0.0,single
cluster0-medoid0,cluster3-medoid0,60.0,complete
cluster0-medoid0,cluster3-medoid0,9.922316536042027,average
cluster0-medoid0,cluster3-medoid0,1.0,centroid
cluster0-medoid0,cluster3-medoid0,6.887637637637638,average_centroid
cluster0-medoid0,cluster3-medoid1,0.0,single
cluster0-medoid0,cluster3-medoid1,72.0,complete
cluster0-medoid0,cluster3-medoid1,12.982200572998476,average
cluster0-medoid0,cluster3-medoid1,3.0,centroid
cluster0-medoid0,cluster3-medoid1,8.26892275897701,average_centroid
cluster0-medoid0,cluster3-medoid2,0.0,single
cluster0-medoid0,cluster3-medoid2,66.0,complete
cluster0-medoid0,cluster3-medoid2,10.865073690872924,average
cluster0-medoid0,cluster3-medoid2,0.0,centroid
cluster0-medoid0,cluster3-medoid2,6.613159122725151,average_centroid
cluster0-medoid0,cluster3-medoid3,0.0,single
cluster0-medoid0,cluster3-medoid3,72.0,complete
cluster0-medoid0,cluster3-medoid3,11.592613031823019,average
cluster0-medoid0,cluster3-medoid3,4.0,centroid
cluster0-medoid0,cluster3-medoid3,8.90700808625337,average_centroid
cluster0-medoid0,cluster1-medoid0,0.0,single
cluster0-medoid0,cluster1-medoid0,79.0,complete
cluster0-medoid0,cluster1-medoid0,19.987036136768758,average
cluster0-medoid0,cluster1-medoid0,7.0,centroid
cluster0-medoid0,cluster1-medoid0,13.521407624633431,average_centroid
cluster0-medoid0,cluster1-medoid1,0.0,single
cluster0-medoid0,cluster1-medoid1,74.0,complete
cluster0-medoid0,cluster1-medoid1,12.332732279219208,average
cluster0-medoid0,cluster1-medoid1,0.0,centroid
cluster0-medoid0,cluster1-medoid1,7.175041876046901,average_centroid
cluster0-medoid0,cluster4-medoid0,0.0,single
cluster0-medoid0,cluster4-medoid0,60.0,complete
cluster0-medoid0,cluster4-medoid0,10.614201244470852,average
cluster0-medoid0,cluster4-medoid0,4.0,centroid
cluster0-medoid0,cluster4-medoid0,8.08957415565345,average_centroid
cluster0-medoid0,cluster4-medoid1,0.0,single
cluster0-medoid0,cluster4-medoid1,52.0,complete
cluster0-medoid0,cluster4-medoid1,11.760790169797522,average
cluster0-medoid0,cluster4-medoid1,4.0,centroid
cluster0-medoid0,cluster4-medoid1,9.474616604970915,average_centroid
cluster0-medoid0,cluster4-medoid2,0.0,single
cluster0-medoid0,cluster4-medoid2,56.0,complete
cluster0-medoid0,cluster4-medoid2,9.896132132079307,average
cluster0-medoid0,cluster4-medoid2,1.0,centroid
cluster0-medoid0,cluster4-medoid2,6.874945438673069,average_centroid
cluster0-medoid0,cluster4-medoid3,0.0,single
cluster0-medoid0,cluster4-medoid3,77.0,complete
cluster0-medoid0,cluster4-medoid3,10.703885408046656,average
cluster0-medoid0,cluster4-medoid3,3.0,centroid
cluster0-medoid0,cluster4-medoid3,7.92043530834341,average_centroid
cluster0-medoid0,cluster4-medoid4,0.0,single
cluster0-medoid0,cluster4-medoid4,52.0,complete
cluster0-medoid0,cluster4-medoid4,9.679706377500494,average
cluster0-medoid0,cluster4-medoid4,1.0,centroid
cluster0-medoid0,cluster4-medoid4,6.757953989231522,average_centroid
cluster0-medoid0,cluster2-medoid0,0.0,single
cluster0-medoid0,cluster2-medoid0,74.0,complete
cluster0-medoid0,cluster2-medoid0,10.591096752251307,average
cluster0-medoid0,cluster2-medoid0,0.0,centroid
cluster0-medoid0,cluster2-medoid0,6.501429513965252,average_centroid
cluster0-medoid0,cluster2-medoid1,0.0,single
cluster0-medoid0,cluster2-medoid1,72.0,complete
cluster0-medoid0,cluster2-medoid1,33.850106456724106,average
cluster0-medoid0,cluster2-medoid1,30.0,centroid
cluster0-medoid0,cluster2-medoid1,34.37316930287054,average_centroid
cluster0-medoid0,cluster2-medoid2,0.0,single
cluster0-medoid0,cluster2-medoid2,73.0,complete
cluster0-medoid0,cluster2-medoid2,12.011187751341204,average
cluster0-medoid0,cluster2-medoid2,3.0,centroid
cluster0-medoid0,cluster2-medoid2,8.21129191321499,average_centroid
cluster0-medoid1,cluster0-medoid0,0.0,single
cluster0-medoid1,cluster0-medoid0,82.0,complete
cluster0-medoid1,cluster0-medoid0,31.811099901093506,average
cluster0-medoid1,cluster0-medoid0,26.0,centroid
cluster0-medoid1,cluster0-medoid0,29.0236355822948,average_centroid
cluster0-medoid1,cluster3-medoid0,11.0,single
cluster0-medoid1,cluster3-medoid0,66.0,complete
cluster0-medoid1,cluster3-medoid0,32.11174455289362,average
cluster0-medoid1,cluster3-medoid0,27.0,centroid
cluster0-medoid1,cluster3-medoid0,29.64859228362878,average_centroid
cluster0-medoid1,cluster3-medoid1,9.0,single
cluster0-medoid1,cluster3-medoid1,82.0,complete
cluster0-medoid1,cluster3-medoid1,33.332238177233876,average
cluster0-medoid1,cluster3-medoid1,27.0,centroid
cluster0-medoid1,cluster3-medoid1,29.916899051868377,average_centroid
cluster0-medoid1,cluster3-medoid2,8.0,single
cluster0-medoid1,cluster3-medoid2,66.0,complete
cluster0-medoid1,cluster3-medoid2,31.26967239400486,average
cluster0-medoid1,cluster3-medoid2,26.0,centroid
cluster0-medoid1,cluster3-medoid2,28.565217391304348,average_centroid
cluster0-medoid1,cluster3-medoid3,14.0,single
cluster0-medoid1,cluster3-medoid3,82.0,complete
cluster0-medoid1,cluster3-medoid3,35.32943629929221,average
cluster0-medoid1,cluster3-medoid3,30.0,centroid
cluster0-medoid1,cluster3-medoid3,32.588235294117645,average_centroid
cluster0-medoid1,cluster1-medoid0,16.0,single
cluster0-medoid1,cluster1-medoid0,79.0,complete
cluster0-medoid1,cluster1-medoid0,39.13788114059853,average
cluster0-medoid1,cluster1-medoid0,32.0,centroid
cluster0-medoid1,cluster1-medoid0,35.01126126126126,average_centroid
cluster0-medoid1,cluster1-medoid1,8.0,single
cluster0-medoid1,cluster1-medoid1,82.0,complete
cluster0-medoid1,cluster1-medoid1,32.596600385323214,average
