,model_clstr,fitness,precision
0,cluster0-medoid0,0.9999483050224384,0.9136578088384442
1,cluster0-medoid1,0.9998085459724478,0.21917032790120383
2,cluster3-medoid0,0.9999510365590627,0.9375770020533881
3,cluster3-medoid1,0.9997779553621525,0.09977190788021484
4,cluster3-medoid2,0.9999317432131294,0.9494855080054471
5,cluster3-medoid3,0.9997754057259389,0.15457560809661508
6,cluster1-medoid0,0.999803671532665,0.14365256124721604
7,cluster1-medoid1,0.9998497778623868,0.6835123876342908
8,cluster4-medoid0,0.9997466766353597,0.20049585228214573
9,cluster4-medoid1,0.9999649994608164,0.9425478540655505
10,cluster4-medoid2,0.9999804515068613,1.0
11,cluster4-medoid3,0.9997796989475034,0.2527231789691474
12,cluster4-medoid4,0.9999612695957009,0.8807660229678578
13,cluster2-medoid0,0.9998591988583002,0.5340464159940503
14,cluster2-medoid1,0.9997074307949435,0.18092105263157898
15,cluster2-medoid2,0.9996236601830719,0.17377435021296173
