,model_clstr,fitness,precision
0,cluster0-medoid0,0.9999915327909918,0.9802128683894251
1,cluster0-medoid1,0.9995849211825124,0.26732894504082605
2,cluster3-medoid0,0.9999610452425091,0.9129965731691839
3,cluster3-medoid1,0.9997419248604703,0.16002901839691963
4,cluster3-medoid2,0.9999393255585938,0.9415770952529146
5,cluster3-medoid3,0.9998659128565773,0.29265105582270545
6,cluster1-medoid0,0.9999188061391447,0.23146387832699622
7,cluster1-medoid1,0.9999604625211637,0.9633614422797325
8,cluster4-medoid0,0.9998652016539129,0.43598460551635665
9,cluster4-medoid1,1.0,1.0
10,cluster4-medoid2,1.0,1.0
11,cluster4-medoid3,0.999881943377207,0.30277158898493894
12,cluster4-medoid4,1.0,1.0
13,cluster2-medoid0,0.9999435030802121,0.6788136496485491
14,cluster2-medoid1,0.9998151972688102,0.29017780079406175
15,cluster2-medoid2,0.9997466369489237,0.2186508046040465
